MAKE,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Maruti Suzuki,550000,2016,88000,Diesel,Manual,Blue,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Audi,1650000,2016,139000,Diesel,Automatic,White,Second,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Skoda,1600000,2022,1300,Petrol,Manual,Red,First,Individual,999.0,114.0,178.0,FWD,4225.0,1760.0,1612.0,5.0,50.0
Hyundai,1175000,2019,20000,Petrol,Manual,Black,First,Individual,1591.0,121.0,158.0,FWD,4375.0,1700.0,1475.0,5.0,43.0
Mitsubishi,1995000,2018,122000,Diesel,Automatic,Silver,First,Individual,2477.0,176.0,350.0,RWD,4695.0,1815.0,1840.0,7.0,70.0
Hyundai,575000,2016,38000,Diesel,Manual,Silver,First,Individual,1396.0,89.0,220.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
MG,1975000,2021,18500,Diesel,Manual,Red,First,Individual,1956.0,169.0,350.0,FWD,4655.0,1835.0,1760.0,5.0,60.0
Hyundai,1625000,2022,27800,Diesel,Manual,White,First,Individual,1493.0,113.0,250.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Maruti Suzuki,695000,2019,46027,Petrol,Manual,Blue,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Toyota,875000,2018,23148,Petrol,Automatic,Red,First,Individual,1496.0,106.0,140.0,FWD,4425.0,1730.0,1495.0,5.0,42.0
Skoda,1495000,2017,28000,Petrol,Automatic,Grey,First,Individual,1798.0,177.0,250.0,FWD,4670.0,1814.0,1476.0,5.0,50.0
Maruti Suzuki,725000,2019,11874,Petrol,Automatic,White,First,Individual,1197.0,82.0,113.0,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,875000,2017,50000,Petrol,Manual,Silver,First,Individual,1591.0,122.0,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Ford,2350000,2016,75000,Diesel,Automatic,White,Second,Individual,2198.0,158.0,385.0,RWD,4892.0,1860.0,1837.0,7.0,80.0
BMW,2690000,2019,15500,Diesel,Automatic,Blue,First,Individual,1995.0,188.0,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Maruti Suzuki,695000,2016,82445,Diesel,Manual,Grey,Second,Individual,1248.0,89.0,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Honda,600000,2014,75574,Petrol,Manual,Others,Second,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,375000,2015,64000,CNG,Manual,Silver,First,Individual,998.0,58.0,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Hyundai,315000,2012,75000,Petrol,Manual,White,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Ford,775000,2019,14095,Petrol,Manual,White,First,Individual,1499.0,109.0,140.0,FWD,3999.0,1765.0,1708.0,5.0,52.0
Audi,3075000,2017,17000,Diesel,Automatic,White,First,Individual,1968.0,190.0,400.0,FWD,4933.0,1874.0,1455.0,5.0,75.0
Renault,415000,2014,70000,Diesel,Manual,White,First,Individual,1461.0,108.0,248.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,765000,2017,68000,Diesel,Manual,Grey,First,Individual,1248.0,89.0,200.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,520000,2018,40000,Petrol,Manual,Grey,Second,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Jaguar,3900000,2015,39000,Diesel,Automatic,Black,First,Individual,2993.0,271.0,600.0,RWD,5252.0,1899.0,1457.0,5.0,83.0
Hyundai,850000,2016,72000,Diesel,Manual,Red,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Maruti Suzuki,969999,2016,39000,Diesel,Manual,Blue,First,Individual,1248.0,89.0,200.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,575000,2016,62000,Diesel,Manual,Blue,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Ford,3900000,2021,41086,Diesel,Automatic,White,Second,Individual,1996.0,168.0,420.0,AWD,4903.0,1869.0,1837.0,7.0,80.0
BMW,1395000,2013,65000,Diesel,Automatic,Black,Second,Individual,1995.0,188.0,400.0,RWD,4633.0,1811.0,1429.0,5.0,57.0
Skoda,1625000,2021,7900,Petrol,Automatic,Silver,First,Individual,999.0,114.0,178.0,FWD,4225.0,1760.0,1612.0,5.0,50.0
Kia,1499000,2021,22000,Diesel,Automatic,Red,First,Individual,1493.0,113.0,250.0,FWD,3995.0,1790.0,1647.0,5.0,45.0
Volkswagen,2050000,2018,73000,Diesel,Automatic,White,Second,Individual,1968.0,141.0,340.0,AWD,4486.0,1839.0,1672.0,5.0,71.0
Skoda,1300000,2016,55000,Petrol,Automatic,Grey,Second,Individual,1798.0,177.0,250.0,FWD,4670.0,1814.0,1476.0,5.0,50.0
Skoda,3199000,2019,6900,Diesel,Automatic,Grey,First,Individual,1968.0,174.0,350.0,FWD,4861.0,1864.0,1483.0,5.0,66.0
Maruti Suzuki,450000,2017,65000,Petrol,Manual,Grey,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Honda,675000,2015,48000,Diesel,Manual,White,First,Individual,1498.0,99.0,200.0,FWD,4386.0,1683.0,1603.0,7.0,42.0
Maruti Suzuki,280000,2018,48000,Petrol,Manual,Silver,Second,Individual,796.0,47.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,425000,2018,18000,Petrol,Manual,Grey,First,Individual,998.0,67.0,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Rolls-Royce,20000000,2011,27000,Petrol,Automatic,Blue,Third,Individual,6592.0,570.0,780.0,RWD,5569.0,1948.0,1550.0,5.0,82.5
Mercedes-Benz,1250000,2012,78000,Diesel,Automatic,White,First,Individual,2143.0,170.0,400.0,RWD,4596.0,1770.0,1447.0,5.0,66.0
Hyundai,1175000,2014,87938,Diesel,Automatic,White,Second,Individual,2199.0,194.0,437.0,AWD,4690.0,1880.0,1690.0,7.0,64.0
Hyundai,545000,2019,43000,CNG,Manual,Silver,First,Individual,1086.0,58.0,84.0,FWD,3610.0,1645.0,1560.0,5.0,60.0
Maruti Suzuki,500000,2016,26000,Petrol,Manual,White,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,390000,2015,70000,Petrol,Automatic,White,First,Individual,998.0,67.0,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,575000,2019,31000,CNG,Manual,Grey,First,Individual,998.0,58.0,78.0,FWD,3655.0,1620.0,1675.0,5.0,60.0
Hyundai,250000,2012,54556,Petrol,Manual,White,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,685000,2019,74000,Petrol,Manual,Blue,First,Individual,1197.0,89.0,113.0,FWD,3995.0,1735.0,1515.0,5.0,37.0
Renault,320000,2016,64000,Petrol,Manual,Silver,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,620000,2016,85000,Diesel,Manual,White,Second,Individual,1598.0,118.0,320.0,FWD,4300.0,1765.0,1590.0,5.0,48.0
Maruti Suzuki,600000,2018,54000,Petrol,Manual,White,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Jeep,1750000,2019,57000,Petrol,Automatic,Silver,First,Individual,1368.0,160.0,250.0,FWD,4395.0,1818.0,1640.0,5.0,60.0
Land Rover,4950000,2018,38000,Diesel,Automatic,White,First,Individual,1999.0,177.0,430.0,AWD,4600.0,2173.0,1690.0,7.0,65.0
Hyundai,1015000,2015,68566,Diesel,Automatic,White,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Maruti Suzuki,755000,2017,57000,Petrol,Manual,White,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,1825000,2021,45000,Petrol,Automatic,White,First,Individual,1353.0,138.0,242.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Maruti Suzuki,416000,2014,60116,Petrol,Automatic,Grey,First,Individual,998.0,67.0,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,650000,2017,86000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Honda,790000,2018,41000,Diesel,Manual,Silver,First,Individual,1498.0,99.0,200.0,FWD,3999.0,1734.0,1601.0,5.0,40.0
Honda,540000,2015,76000,Diesel,Manual,Red,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,375000,2011,120000,Diesel,Manual,Silver,First,Individual,1248.0,74.0,190.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
BMW,3990000,2021,12500,Petrol,Automatic,White,First,Individual,1998.0,189.0,280.0,FWD,4447.0,1821.0,1598.0,5.0,51.0
Porsche,10900000,2018,6300,Petrol,Automatic,Grey,First,Corporate,1988.0,295.0,380.0,RWD,4379.0,1801.0,1281.0,2.0,54.0
Maruti Suzuki,260000,2015,25862,Petrol,Manual,Blue,First,Individual,998.0,67.0,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0
Hyundai,800000,2015,90000,Diesel,Manual,Silver,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Honda,745000,2016,38000,Petrol,Manual,Silver,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,7390000,2021,7000,Diesel,Automatic,Grey,First,Individual,1950.0,192.0,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Honda,675000,2019,74237,Petrol,Manual,White,First,Individual,1199.0,89.0,110.0,FWD,3995.0,1695.0,1501.0,5.0,35.0
BMW,2650000,2018,53000,Diesel,Automatic,Blue,Second,Individual,1995.0,184.0,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0
Maruti Suzuki,340000,2016,52303,Petrol,Manual,Grey,First,Commercial Registration,796.0,47.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,620000,2019,42356,Petrol,Manual,Red,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,297000,2013,84000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,4490.0,1735.0,1560.0,5.0,50.0
Toyota,500000,2016,114000,Diesel,Manual,Grey,First,Individual,1364.0,67.0,170.0,FWD,3775.0,1695.0,1510.0,5.0,45.0
Hyundai,1149000,2019,26894,Petrol,Automatic,Black,First,Individual,1591.0,121.0,151.0,FWD,4440.0,1729.0,1475.0,5.0,45.0
Mercedes-Benz,2650000,2017,70000,Diesel,Automatic,Brown,Second,Individual,2143.0,168.0,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Toyota,1375000,2012,98352,Diesel,Manual,White,First,Individual,2982.0,169.0,343.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
Toyota,3090000,2017,52000,Diesel,Automatic,White,First,Individual,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
Lexus,4375000,2017,31059,Petrol,Automatic,Brown,First,Individual,2494.0,202.0,213.0,RWD,4915.0,1820.0,1450.0,5.0,65.0
Maruti Suzuki,749000,2017,114000,Diesel,Manual,Grey,First,Individual,1598.0,118.0,320.0,FWD,4300.0,1765.0,1590.0,5.0,48.0
Mahindra,785000,2017,44000,Diesel,Manual,White,First,Individual,1493.0,100.0,240.0,RWD,3995.0,1835.0,1839.0,7.0,60.0
Hyundai,750000,2017,72000,Diesel,Manual,Maroon,First,Individual,1396.0,89.0,220.0,FWD,3995.0,1760.0,1555.0,5.0,45.0
Mercedes-Benz,4150000,2019,8000,Diesel,Automatic,Blue,First,Individual,1950.0,192.0,400.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,320000,2014,54000,Petrol,Manual,White,First,Individual,998.0,67.0,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0
Mercedes-Benz,1750000,2015,99000,Diesel,Automatic,White,Second,Individual,2143.0,134.0,300.0,FWD,4417.0,1804.0,1494.0,5.0,50.0
Mahindra,944999,2019,88000,Diesel,Manual,White,First,Individual,1493.0,100.0,240.0,RWD,3995.0,1795.0,1817.0,7.0,60.0
Land Rover,27500000,2020,11000,Diesel,Automatic,White,Second,Individual,2993.0,244.0,600.0,AWD,5199.0,2220.0,1840.0,4.0,105.0
Ford,4100000,2021,19000,Diesel,Automatic,White,First,Individual,1996.0,168.0,420.0,AWD,4903.0,1869.0,1837.0,7.0,80.0
MG,1750000,2021,33000,Petrol,Automatic,Black,First,Individual,1451.0,141.0,250.0,FWD,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,811000,2018,44153,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,4395.0,1735.0,1690.0,7.0,45.0
Land Rover,6900000,2020,32368,Diesel,Automatic,White,First,Individual,2179.0,188.0,420.0,AWD,4600.0,2069.0,1724.0,7.0,65.0
Hyundai,725000,2016,42000,Diesel,Manual,White,First,Individual,1582.0,126.0,260.0,FWD,4375.0,1700.0,1475.0,5.0,43.0
Jaguar,4600000,2020,56000,Diesel,Automatic,Blue,First,Individual,1999.0,177.0,430.0,RWD,5067.0,2091.0,1457.0,5.0,66.0
Land Rover,19300000,2019,63000,Diesel,Automatic,Black,First,Individual,2993.0,244.0,600.0,AWD,4999.0,2220.0,1835.0,5.0,105.0
Hyundai,650000,2017,49422,Petrol,Automatic,Silver,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
MG,1925000,2021,19000,Petrol,Automatic,Silver,First,Corporate,1451.0,141.0,250.0,FWD,4720.0,1835.0,1760.0,6.0,60.0
Honda,590000,2015,75258,Petrol,Automatic,White,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,495000,2019,46000,CNG,Manual,Silver,First,Individual,1086.0,58.0,84.0,FWD,3610.0,1645.0,1560.0,5.0,60.0
Maruti Suzuki,695000,2016,68921,Diesel,Manual,Red,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Hyundai,799000,2018,79800,Diesel,Manual,Grey,First,Individual,1582.0,126.0,260.0,FWD,4375.0,1700.0,1475.0,5.0,43.0
Volkswagen,325000,2013,53000,Petrol,Manual,Red,Second,Individual,1198.0,74.0,110.0,FWD,3970.0,1682.0,1453.0,5.0,45.0
Mahindra,1190000,2018,59000,Diesel,Manual,White,First,Individual,2179.0,120.0,280.0,RWD,4456.0,1820.0,1995.0,7.0,60.0
Jaguar,5800000,2017,30000,Diesel,Automatic,White,First,Individual,2993.0,225.0,689.0,RWD,5255.0,2105.0,1460.0,5.0,77.0
Maruti Suzuki,750000,2021,58000,Petrol,Manual,White,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mercedes-Benz,2600000,2014,94000,Diesel,Automatic,White,First,Individual,2997.0,254.0,619.0,AWD,4804.0,2141.0,1796.0,5.0,70.0
Maruti Suzuki,299000,2017,45000,CNG,Manual,Silver,First,Individual,796.0,48.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Toyota,3470000,2018,62152,Diesel,Automatic,Silver,First,Individual,2755.0,174.0,450.0,AWD,4795.0,1855.0,1835.0,7.0,80.0
Hyundai,1075000,2019,28000,Petrol,Automatic,Blue,First,Individual,998.0,118.0,172.0,FWD,3995.0,1770.0,1605.0,5.0,45.0
Hyundai,650000,2019,15000,Petrol,Automatic,Silver,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,425000,2014,53610,Petrol,Manual,White,Second,Individual,1198.0,87.0,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Nissan,445000,2014,75000,Diesel,Manual,White,First,Individual,1461.0,84.0,200.0,FWD,4331.0,1822.0,1671.0,5.0,50.0
Maruti Suzuki,1225000,2022,16000,Petrol,Manual,Grey,First,Individual,1462.0,103.0,138.0,FWD,4445.0,1775.0,1700.0,6.0,45.0
Audi,1350000,2015,60000,Diesel,Automatic,Black,First,Individual,1968.0,141.0,320.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Mercedes-Benz,1450000,2014,45000,Diesel,Automatic,White,First,Individual,2143.0,170.0,400.0,RWD,4596.0,1770.0,1447.0,5.0,66.0
Toyota,2749000,2017,120000,Diesel,Automatic,White,First,Individual,2755.0,174.0,450.0,AWD,4795.0,1855.0,1835.0,7.0,80.0
Hyundai,141000,2009,56400,Petrol,Manual,Silver,Third,Individual,1086.0,62.0,96.0,FWD,3565.0,1525.0,1590.0,5.0,35.0
Hyundai,1375000,2017,70000,Diesel,Automatic,White,First,Individual,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,1825000,2016,82567,Diesel,Manual,White,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Audi,4900000,2015,32000,Diesel,Automatic,Blue,First,Individual,2967.0,247.0,580.0,AWD,5265.0,1949.0,1471.0,4.0,90.0
Honda,525000,2015,68244,Diesel,Manual,Silver,Second,Individual,1498.0,98.0,200.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Audi,3300000,2014,25000,Diesel,Automatic,Brown,Second,Individual,2967.0,241.0,550.0,AWD,5089.0,1983.0,1737.0,6.0,100.0
Hyundai,405000,2018,34000,Petrol,Manual,Red,First,Individual,814.0,55.0,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0
Audi,2550000,2017,36000,Diesel,Automatic,Blue,First,Individual,1968.0,184.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Honda,875000,2019,36000,Petrol,Manual,Bronze,First,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,355000,2014,68005,Petrol,Manual,White,First,Individual,1197.0,85.0,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Ford,925000,2018,74797,Diesel,Manual,White,First,Individual,1498.0,99.0,205.0,FWD,3998.0,1765.0,1647.0,5.0,52.0
Land Rover,6500000,2021,12000,Diesel,Automatic,White,First,Individual,1999.0,177.0,430.0,AWD,4360.0,2120.0,1635.0,5.0,57.0
Hyundai,625000,2019,31000,Petrol,Manual,White,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Datsun,425000,2020,7520,Petrol,Manual,Red,First,Individual,999.0,67.0,91.0,FWD,3429.0,1560.0,1541.0,5.0,28.0
Hyundai,550000,2015,58078,Petrol,Manual,Silver,Second,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Volkswagen,434999,2014,79081,Diesel,Manual,Grey,First,Individual,1598.0,103.0,250.0,FWD,4384.0,1699.0,1466.0,5.0,55.0
Mercedes-Benz,5900000,2018,28000,Diesel,Automatic,White,First,Individual,2987.0,255.0,620.0,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mercedes-Benz,3500000,2017,72000,Diesel,Automatic,White,First,Individual,2143.0,168.0,400.0,AWD,4656.0,1890.0,1639.0,5.0,66.0
Hyundai,1750000,2022,23000,Petrol,Automatic,White,First,Individual,1353.0,138.0,242.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Hyundai,425000,2015,11628,Petrol,Manual,Black,First,Individual,1197.0,81.0,114.0,FWD,3995.0,1660.0,1520.0,5.0,43.0
Ford,675000,2017,81323,Diesel,Manual,Silver,First,Individual,1498.0,99.0,205.0,FWD,3998.0,1765.0,1647.0,5.0,52.0
Maruti Suzuki,675000,2016,50000,Diesel,Manual,Grey,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Toyota,1725000,2016,145000,Diesel,Manual,White,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Audi,1760000,2017,48000,Petrol,Automatic,White,First,Individual,1798.0,178.0,250.0,FWD,4456.0,1796.0,1416.0,5.0,50.0
Maruti Suzuki,730000,2017,80000,Diesel,Manual,Yellow,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,301000,2011,28513,Petrol,Manual,Others,First,Individual,1197.0,85.0,114.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,275000,2011,42000,LPG,Manual,White,Second,Individual,998.0,46.0,85.0,FWD,3595.0,1475.0,1700.0,5.0,28.0
Ford,225000,2013,87000,Diesel,Manual,Grey,First,Individual,1399.0,68.0,160.0,FWD,3795.0,1680.0,1427.0,5.0,45.0
Maruti Suzuki,285000,2017,45600,Petrol,Manual,White,First,Individual,796.0,47.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Volkswagen,350000,2013,78000,Diesel,Manual,White,Second,Individual,1598.0,103.0,250.0,FWD,4384.0,1699.0,1466.0,5.0,55.0
Rolls-Royce,20000000,2012,55000,Petrol,Automatic,White,Third,Individual,6592.0,570.0,780.0,RWD,5569.0,1948.0,1550.0,5.0,82.5
Mercedes-Benz,12900000,2021,3000,Diesel,Automatic,White,First,Individual,2925.0,326.0,700.0,AWD,5207.0,2157.0,1823.0,7.0,90.0
Skoda,1650000,2017,52458,Petrol,Automatic,Black,First,Individual,1798.0,177.0,250.0,FWD,4861.0,1864.0,1483.0,5.0,66.0
Maruti Suzuki,265000,2017,30000,CNG,Manual,White,First,Individual,796.0,47.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Tata,395000,2017,46992,Petrol,Manual,White,First,Individual,1199.0,84.0,114.0,FWD,3746.0,1647.0,1535.0,5.0,35.0
Honda,500000,2016,54440,Petrol,Manual,Silver,First,Individual,1199.0,89.0,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mahindra,2770000,2019,32000,Diesel,Automatic,Black,First,Individual,2157.0,178.0,420.0,AWD,4850.0,1960.0,1845.0,7.0,70.0
Mercedes-Benz,2450000,2015,103000,Diesel,Automatic,White,First,Individual,2143.0,203.0,500.0,AWD,4804.0,2141.0,1796.0,5.0,70.0
Audi,3125000,2020,28600,Petrol,Automatic,White,First,Individual,1798.0,170.0,320.0,FWD,4701.0,1826.0,1427.0,5.0,63.0
Kia,2950000,2020,72000,Diesel,Automatic,White,First,Individual,2199.0,197.0,440.0,FWD,5115.0,1985.0,1755.0,7.0,60.0
Maruti Suzuki,620000,2016,64906,Diesel,Manual,Grey,First,Individual,1248.0,89.0,200.0,FWD,4296.0,1695.0,1685.0,7.0,45.0
Mercedes-Benz,2250000,2016,79000,Diesel,Automatic,Red,First,Individual,2143.0,168.0,350.0,AWD,4417.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,565000,2017,64000,Petrol,Manual,Brown,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,550000,2018,56000,Petrol,Manual,Grey,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Mahindra,1550000,2022,12000,Diesel,Manual,White,First,Individual,2179.0,137.0,319.0,RWD,4456.0,1820.0,1995.0,7.0,60.0
Maruti Suzuki,711000,2018,67900,Diesel,Manual,Red,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Tata,375000,2018,48144,Petrol,Manual,Grey,First,Individual,1199.0,84.0,114.0,FWD,3992.0,1677.0,1537.0,5.0,35.0
BMW,4475000,2021,7100,Diesel,Automatic,Orange,First,Individual,1995.0,184.0,350.0,RWD,4454.0,2044.0,1545.0,5.0,63.0
Porsche,9100000,2022,9000,Petrol,Automatic,Blue,First,Individual,1984.0,248.0,370.0,AWD,4696.0,1923.0,1624.0,5.0,65.0
Maruti Suzuki,245000,2016,64000,Petrol,Manual,Silver,First,Individual,998.0,67.0,90.0,FWD,3545.0,1490.0,1475.0,5.0,35.0
Honda,690000,2016,38000,Diesel,Manual,Brown,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Toyota,944999,2016,65321,Diesel,Manual,White,First,Individual,2494.0,101.0,200.0,RWD,4585.0,1765.0,1760.0,8.0,55.0
Mercedes-Benz,1350000,2014,80000,Petrol,Automatic,White,Third,Individual,1595.0,121.0,200.0,FWD,4292.0,1780.0,1433.0,4.0,50.0
Maruti Suzuki,850000,2018,37093,Diesel,Manual,Red,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volkswagen,1200000,2021,37230,Petrol,Manual,Grey,First,Individual,999.0,109.0,175.0,FWD,4390.0,1699.0,1467.0,5.0,55.0
Maruti Suzuki,329000,2014,76116,Petrol,Automatic,Red,First,Individual,998.0,67.0,90.0,FWD,3600.0,1600.0,1560.0,5.0,35.0
Honda,300000,2010,83359,Petrol,Manual,White,First,Individual,1799.0,130.0,171.62,FWD,4545.0,1750.0,1450.0,5.0,50.0
BMW,4900000,2018,38000,Diesel,Automatic,Blue,First,Individual,2993.0,258.0,560.0,RWD,4899.0,2094.0,1464.0,5.0,65.0
Hyundai,465000,2019,28000,CNG,Manual,White,First,Individual,1086.0,58.0,84.0,FWD,3610.0,1645.0,1560.0,5.0,60.0
Skoda,2350000,2018,14120,Petrol,Automatic,Brown,First,Individual,1798.0,177.0,250.0,FWD,4861.0,1864.0,1483.0,5.0,66.0
Hyundai,250000,2014,25000,Petrol,Manual,White,First,Individual,814.0,55.0,75.0,FWD,3495.0,1550.0,1500.0,5.0,32.0
MG,1950000,2020,28584,Petrol,Automatic,Black,First,Individual,1451.0,141.0,250.0,FWD,4720.0,1835.0,1760.0,6.0,60.0
Land Rover,3800000,2017,50000,Diesel,Automatic,White,First,Individual,1999.0,177.0,430.0,AWD,4360.0,2120.0,1635.0,5.0,57.0
Maruti Suzuki,330000,2017,63200,CNG,Manual,Grey,First,Individual,998.0,58.0,78.0,FWD,3545.0,1490.0,1475.0,4.0,60.0
Hyundai,409999,2014,55000,Petrol,Manual,Silver,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Ford,575000,2019,71569,Diesel,Manual,White,First,Individual,1498.0,99.0,215.0,FWD,3886.0,1695.0,1525.0,5.0,40.0
Hyundai,270000,2012,41200,Petrol,Manual,Silver,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Mahindra,434999,2013,117000,Diesel,Manual,White,First,Individual,2179.0,120.0,290.0,RWD,4430.0,1817.0,1975.0,8.0,60.0
Maruti Suzuki,465000,2014,65000,Petrol,Manual,White,Second,Individual,1197.0,85.0,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
BMW,6800000,2022,33000,Diesel,Automatic,White,First,Individual,1995.0,190.0,400.0,AWD,4657.0,1881.0,1678.0,5.0,67.0
Hyundai,350000,2011,21000,Petrol,Manual,Red,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
